Cena,Oferta od,Kategoria,Marka pojazdu,Model pojazdu,Rok produkcji,Przebieg,Pojemność skokowa,Rodzaj paliwa,Moc,Skrzynia biegów,Napęd,Typ,Liczba drzwi,Liczba miejsc,Kolor,Zarejestrowany w Polsce,Stan,Wersja,Generacja,Metalik,Pierwsza rejestracja,Bezwypadkowy,Kod Silnika,Możliwość finansowania,Faktura VAT,Leasing,Numer rejestracyjny pojazdu,Serwisowany w ASO,Kraj pochodzenia,Pierwszy właściciel,VAT marża,Miesięczna rata,lub do (przebieg km),Filtr cząstek stałych,Emisja CO2,Perłowy,Homologacja ciężarowa,Akryl (niemetalizowany),Gwarancja dealerska (w cenie),Uszkodzony,Tuning,VIN,Matowy,Okres gwarancji producenta,Kierownica po prawej (Anglik),Opłata początkowa,Liczba pozostałych rat,Wartość wykupu,Zarejestrowany jako zabytek
38000PLN,Osoby prywatnej,Osobowe,Volkswagen,Tiguan,2011,280 030 km,1 968 cm3,Diesel,140 KM,Automatyczna,4x4 (stały),SUV,5,5,Inny kolor,Tak,Używane,2.0 TDI 4Mot Sport&Style DSG,I (2007-2016),Tak,04/01/2012,Tak,,,,,,Tak,Polska,Tak,Tak,,,Tak,,,,,,,,,,,,,,,
24500PLN,Firmy,Osobowe,Renault,Laguna,2012,280 000 km,1 995 cm3,Diesel,150 KM,Manualna,Na przednie koła,Sedan,5,5,Niebieski,,Używane,,III (2007-),Tak,,Tak,,Tak,,,,Tak,,Tak,Tak,,,,,Tak,,,,,,,,,,,,,
57900PLN,Osoby prywatnej,Osobowe,BMW,Seria 3,2014,249 000 km,2 000 cm3,Diesel,184 KM,Automatyczna,4x4 (stały),Kombi,5,5,Szary,,Używane,,F30/F31 (2012-),Tak,,,,,,,PO1EP70,,,,,,,,,,,,,,,,,,,,,,
13000PLN,Osoby prywatnej,Osobowe,Opel,Zafira,2007,290 000 km,1 910 cm3,Diesel,120 KM,Manualna,,Minivan,5,7,Srebrny,Tak,Używane,,B (2005-2014),Tak,01/06/2007,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,
26400PLN,Firmy,Osobowe,Citroën,C5,2012,116 000 km,1 600 cm3,Benzyna,120 KM,Automatyczna,Na przednie koła,Sedan,5,5,Szary,,Używane,,III (2008-),Tak,16/05/2012,Tak,,Tak,,,,Tak,Belgia,,Tak,,,,,,,,12 miesięcy,,,,,,,,,,
33000PLN,Osoby prywatnej,Osobowe,Audi,A6,2006,287 000 km,2 997 cm3,Diesel,300 KM,Automatyczna,4x4 (stały),Sedan,5,5,Czarny,Tak,Używane,,C6 (2004-2011),Tak,,Tak,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,
50000PLN,Firmy,Osobowe,Jeep,Renegade,2015,91 629 km,1 598 cm3,Diesel,120 KM,Manualna,Na przednie koła,SUV,5,5,Szary,Tak,Używane,,,,29/05/2015,Tak,,Tak,,Tak,,Tak,Polska,,,298 PLN,,,,,,,,,,,,,,,,,
53000PLN,Firmy,Osobowe,Ford,Mondeo,2015,88 382 km,1 499 cm3,Benzyna,160 KM,Manualna,Na przednie koła,Kompakt,5,5,Niebieski,Tak,Używane,,Mk5 (2014-),,29/10/2015,,,Tak,,Tak,,Tak,Polska,,,315 PLN,,,,,,,,,,,,,,,,,
21500PLN,Osoby prywatnej,Osobowe,BMW,Seria 1,2006,253 500 km,1 998 cm3,Diesel,163 KM,Manualna,Na tylne koła,Kompakt,5,5,Szary,,Używane,,E81/E82/E87/E88 (2004-2013),Tak,,Tak,,Tak,,,UL NB 2010,Tak,,,,,,Tak,,,,,,,,,,,,,,,
56000PLN,Firmy,Osobowe,Jeep,Renegade,2015,76 161 km,1 368 cm3,Benzyna+LPG,140 KM,Manualna,Na przednie koła,SUV,5,5,Inny kolor,Tak,Używane,,,,22/12/2015,,,Tak,,Tak,,Tak,Polska,Tak,,333 PLN,,,,,,,,,,,,,,,,,
68900PLN,Osoby prywatnej,Osobowe,Renault,Espace,2015,87 580 km,1 600 cm3,Diesel,160 KM,Automatyczna,Na przednie koła,Minivan,4,5,Złoty,Tak,Używane,,V (2015-),Tak,,,,,,,,,,,,,,,,,,,,,,,,09/06/2027,,,,,
11900PLN,Osoby prywatnej,Osobowe,Volvo,V50,2005,233 000 km,1 560 cm3,Diesel,110 KM,Manualna,Na przednie koła,Kombi,5,5,Inny kolor,,Używane,1.6D,,,,Tak,,,,,,Tak,Niemcy,,,,,,,,,Tak,,,,,,,,,,,
25000PLN,Firmy,Osobowe,Hyundai,I30,2012,189 046 km,1 396 cm3,Diesel,90 KM,Manualna,Na przednie koła,Kompakt,5,5,Srebrny,Tak,Używane,,II (2012-),Tak,04/12/2012,Tak,,Tak,,Tak,,Tak,Polska,,,149 PLN,,,,,,,,,,,,,,,,,
56998PLN,Firmy,Osobowe,Land Rover,Discovery,2009,192 144 km,2 993 cm3,Diesel,245 KM,Automatyczna,4x4 (dołączany automatycznie),SUV,5,7,Srebrny,Tak,Używane,,IV (2010-),Tak,10/02/2010,,,Tak,Tak,Tak,,,Polska,,,339 PLN,,,,,,,,,,,,,,,,,
32900PLN,Osoby prywatnej,Osobowe,Volkswagen,Polo,2011,188 000 km,1 390 cm3,Benzyna,180 KM,Automatyczna,Na przednie koła,Kompakt,5,5,Czarny,Tak,Używane,1.4 TSI GTI DSG,V (2009-2014),Tak,,Tak,,,,,,Tak,Belgia,,Tak,,,,,,,,,,,,,,,,,,
17900PLN,Osoby prywatnej,Osobowe,Ford,Fiesta,2011,180 000 km,1 399 cm3,Diesel,70 KM,Manualna,,Auta miejskie,5,5,Srebrny,,Używane,1.4 TDCi Ambiente,Mk7 (2008-),,,Tak,,Tak,,,,Tak,,,,,,,,,,,,,,,,,,,,,
41700PLN,Firmy,Osobowe,Audi,A4,2010,260 000 km,1 968 cm3,Diesel,170 KM,Manualna,Na przednie koła,Kombi,5,5,Czarny,,Używane,,B8 (2007-2015),Tak,26/07/2011,Tak,,,,,,Tak,Niemcy,Tak,Tak,,,,,,,,,,,,,,,,,,
84500PLN,Osoby prywatnej,Osobowe,Volkswagen,Multivan,2013,189 875 km,2 000 cm3,Diesel,180 KM,Automatyczna,Na przednie koła,Minivan,4,8,Biały,,Używane,,,,,,,,,,,,,,,,,,,,,Tak,,,,,,,,,,,
34000PLN,Firmy,Osobowe,Renault,Clio,2015,50 738 km,898 cm3,Benzyna,90 KM,Manualna,Na przednie koła,Kompakt,5,5,Bordowy,Tak,Używane,,IV (2012-2018),Tak,12/02/2015,,,Tak,,Tak,,Tak,Polska,Tak,,202 PLN,,,,,,,,,,,,,,,,,
34900PLN,Osoby prywatnej,Osobowe,Audi,A6,2010,275 000 km,1 968 cm3,Diesel,170 KM,Manualna,Na przednie koła,Kombi,5,5,Srebrny,Tak,Używane,2.0 TDI,C6 (2004-2011),Tak,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,
32900PLN,Osoby prywatnej,Osobowe,Volkswagen,CC,2008,162 000 km,1 968 cm3,Diesel,125 KM,Automatyczna,,Sedan,5,,Czarny,,Używane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44900PLN,Osoby prywatnej,Osobowe,Citroën,DS5,2012,160 000 km,1 997 cm3,Diesel,163 KM,Automatyczna,Na przednie koła,Sedan,5,5,Inny kolor,Tak,Używane,2.0 HDi SportChic,,Tak,15/11/2012,Tak,,,,,WL9822G,Tak,Polska,,,,,Tak,,,,,,,,,,,,,,,
46900PLN,Osoby prywatnej,Osobowe,Audi,A4,2014,185 000 km,1 968 cm3,Diesel,120 KM,Manualna,Na przednie koła,Kombi,5,5,Czarny,Tak,Używane,,B8 (2007-2015),Tak,,Tak,,,,,,Tak,,Tak,,,,Tak,,,,,,,,,,,,,,,
88900PLN,Osoby prywatnej,Osobowe,Mercedes-Benz,Klasa E,2014,129 245 km,2 143 cm3,Diesel,136 KM,Manualna,Na tylne koła,Kombi,5,5,Czerwony,,Używane,200 BlueTEC Avantgarde,W212 (2009-2016),Tak,,Tak,,,,,,,Niemcy,,,,,Tak,,,,,,,,,,,,,,,
52900PLN,Osoby prywatnej,Osobowe,Chrysler,200,2015,72 000 km,2 400 cm3,Benzyna+LPG,185 KM,Automatyczna,Na przednie koła,Sedan,5,5,Biały,Tak,Używane,,,,,,,,,,,,Stany Zjednoczone,,,,,,,,,,,,,,,,,,,,
26500PLN,Osoby prywatnej,Osobowe,Mercedes-Benz,Klasa E,2008,193 000 km,2 148 cm3,Diesel,136 KM,Automatyczna,Na tylne koła,Sedan,4,5,Czarny,Tak,Używane,,W211 (2002-2009),Tak,07/07/2008,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,
54900PLN,Firmy,Osobowe,Audi,A4,2014,173 000 km,1 800 cm3,Benzyna,170 KM,Manualna,4x4 (stały),Kombi,5,5,Czarny,Tak,Używane,,B8 (2007-2015),Tak,20/11/2014,Tak,,Tak,Tak,Tak,,,Polska,Tak,,,,,,,,,,,,,,,,,,,
53999PLN,Osoby prywatnej,Osobowe,Audi,Q5,2009,240 000 km,3 000 cm3,Diesel,239 KM,Automatyczna,4x4 (stały),SUV,5,5,Czarny,,Używane,,8R (2008-2016),Tak,,Tak,,,,,,Tak,Niemcy,,Tak,,,,,,,,,,,,,,,,,,
27999PLN,Firmy,Osobowe,Opel,Corsa,2015,121 000 km,1 400 cm3,Benzyna,75 KM,Manualna,Na przednie koła,Auta miejskie,5,5,Czerwony,Tak,Używane,,,,29/01/2016,Tak,,Tak,Tak,,,Tak,Polska,Tak,,,,,,,,Tak,,,,,,,,,,,
36700PLN,Firmy,Osobowe,Nissan,Qashqai,2011,155 000 km,1 997 cm3,Benzyna,141 KM,Manualna,Na przednie koła,SUV,5,5,Szary,,Używane,,I (2007-2013),,,Tak,,Tak,,Tak,,,,Tak,Tak,,,,,Tak,,,,,,,,,,,,,
38000PLN,Osoby prywatnej,Osobowe,BMW,Seria 3,2009,206 000 km,1 995 cm3,Diesel,177 KM,Manualna,Na tylne koła,Kabriolet,2,4,Czarny,,Używane,320d,E90/E91/E92/E93 (2005-2012),Tak,,Tak,,Tak,,,,,Francja,,,,,Tak,,,,,,,,,,,,,,,
17500PLN,Osoby prywatnej,Osobowe,Škoda,Octavia,2009,268 000 km,,Diesel,,,,Sedan,,,Niebieski,,Używane,II (2004-2013),II (2004-2013),,,,,,,,,,,,,,,,,,,,,,,TMBDS21Z7A8014713,,,,,,,
15400PLN,Osoby prywatnej,Osobowe,Škoda,Octavia,2007,209 000 km,1 896 cm3,Diesel,105 KM,Manualna,,Kombi,5,,Szary,,Używane,1.9 TDI Ambiente,II (2004-2013),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33800PLN,Osoby prywatnej,Osobowe,Nissan,Qashqai,2010,151 946 km,1 995 cm3,Diesel,150 KM,Manualna,4x4 (dołączany automatycznie),SUV,5,5,Biały,,Używane,2.0 dCi 4x4 Tekna,I (2007-2013),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11500PLN,Osoby prywatnej,Osobowe,BMW,Seria 4,2006,308 936 km,1 995 cm3,Diesel,163 KM,Manualna,Na tylne koła,Sedan,4,5,Czarny,Tak,Używane,,,Tak,21/02/2006,,,Tak,,,,,,,,,,,,,,,,Tak,,,,,,,,,
54999PLN,Osoby prywatnej,Osobowe,Audi,A4,2015,159 000 km,1 968 cm3,Diesel,136 KM,Manualna,,Auta małe,5,5,Szary,,Używane,ver-2-0-tdi-ultra,B8 (2007-2015),,,Tak,,Tak,Tak,Tak,BEZWYPADKOWY,Tak,Belgia,,,,,,,,,,,,,,,,,,,,
28000PLN,Firmy,Osobowe,Renault,Clio,2015,54 360 km,1 149 cm3,Benzyna,73 KM,Manualna,Na przednie koła,Kompakt,5,5,Czarny,Tak,Używane,,IV (2012-2018),Tak,21/05/2015,,,Tak,,Tak,,Tak,Polska,,,,,,,,,,,,,,,,,,,,
24900PLN,Osoby prywatnej,Osobowe,Opel,Zafira,2015,31 200 km,1 600 cm3,Diesel,136 KM,Manualna,Na przednie koła,Minivan,5,7,Inny kolor,,Używane,C (2011-),C (2011-2019),Tak,,,,,,,,,,,,,,,,,,,,Tak,,,,,,,,,
27999PLN,Osoby prywatnej,Osobowe,Toyota,Prius,2014,330 000 km,1 798 cm3,Hybryda,99 KM,Automatyczna,Na przednie koła,Minivan,5,7,Szary,,Używane,1.8 HSD Prestige,III (2009-2015),Tak,,,,,,,,Tak,,Tak,,,,,,,,,,Tak,,,,,,,,,
21000PLN,Osoby prywatnej,Osobowe,Volkswagen,Golf,2009,147 045 km,1 968 cm3,Diesel,110 KM,Manualna,,Kompakt,5,5,Srebrny,Tak,Używane,VI 2.0 TDI Comfortline,VI (2008-2013),Tak,12/06/2009,,,,,,,,Francja,,,,,,,,,,,,,,,,,,,,
52990PLN,Firmy,Osobowe,Škoda,Yeti,2015,118 805 km,1 798 cm3,Benzyna,160 KM,Manualna,4x4 (stały),SUV,5,5,Srebrny,Tak,Używane,1.8 TSI 4x4 Ambition,,Tak,21/05/2015,Tak,,Tak,Tak,,,Tak,Polska,Tak,,,,,,,,,,,,,,,,,,,
89790PLN,Osoby prywatnej,Osobowe,Audi,Q5,2014,99 000 km,2 000 cm3,Diesel,190 KM,Manualna,4x4 (dołączany automatycznie),SUV,4,5,Czarny,,Używane,,8R (2008-2016),Tak,12/11/2014,Tak,,,,,,Tak,Polska,Tak,,,,,,Tak,,,,,,,,,,,,,
14900PLN,Osoby prywatnej,Osobowe,Toyota,Avensis,2005,234 000 km,1 998 cm3,Benzyna,147 KM,Automatyczna,,Kombi,5,5,Czarny,Tak,Używane,2.0 VVT-i Prestige,II (2003-2009),Tak,21/09/2005,,,Tak,,,,,,,Tak,,,,,,,,,,,,,,,,,,
21500PLN,Osoby prywatnej,Osobowe,BMW,Seria 3,2010,277 000 km,2 000 cm3,Diesel,143 KM,Manualna,,Kombi,5,5,Czarny,Tak,Używane,E90/E91/E92/E93 (2005-2012),,,,,320,,,,,,,Tak,,,,,,,,,,,,,,,,,,,
44900PLN,Osoby prywatnej,Osobowe,BMW,Seria 3,2006,286 650 km,2 979 cm3,Benzyna,306 KM,Manualna,Na tylne koła,Sedan,2,5,Czarny,,Używane,335i,E90/E91/E92/E93 (2005-2012),,,,,Tak,,,,,,,,,,,,Tak,,,,,,,,,,,,,
31900PLN,Osoby prywatnej,Osobowe,Toyota,Avensis,2012,205 000 km,1 998 cm3,Diesel,124 KM,Manualna,,Kombi,5,,Biały,Tak,Używane,,III (2009-),,,,,Tak,,,,Tak,,,,,,,,,,,,,,,,,,,,,
40900PLN,Firmy,Osobowe,Volkswagen,Golf,2014,182 053 km,1 395 cm3,Benzyna,140 KM,Automatyczna,Na przednie koła,Kombi,5,5,Czarny,Tak,Używane,,VII (2012-2020),,01/04/2014,Tak,,Tak,,,,Tak,,,Tak,,,,121 g/km,,,,,,,,,,,,,,
49999PLN,Osoby prywatnej,Osobowe,Audi,A4,2012,182 700 km,1 968 cm3,Diesel,177 KM,Manualna,Na przednie koła,Sedan,5,5,Inny kolor,Tak,Używane,2.0 TDI,B8 (2007-2015),Tak,11/06/2012,Tak,,,,,,Tak,Niemcy,,,,,,,,,,,,,,,,,,,,
13999PLN,Osoby prywatnej,Osobowe,Opel,Astra,2007,98 000 km,1 598 cm3,Benzyna,105 KM,Manualna,Na przednie koła,Kompakt,5,5,Inny kolor,,Używane,,H (2004-2014),Tak,05/09/2007,Tak,,,,,,Tak,Niemcy,,Tak,,,,,Tak,,,,,,,,,,,,,
45900PLN,Osoby prywatnej,Osobowe,Ford,Mondeo,2015,180 000 km,1 997 cm3,Diesel,150 KM,Manualna,Na przednie koła,Kombi,5,5,Biały,,Używane,,Mk5 (2014-),Tak,,Tak,,Tak,Tak,,,Tak,,Tak,,,,Tak,,,,,,,,,,,,,,,
49500PLN,Osoby prywatnej,Osobowe,BMW,X1,2013,189 000 km,1 995 cm3,Diesel,143 KM,Manualna,4x4 (dołączany automatycznie),SUV,5,5,Niebieski,Tak,Używane,,E84 (2009-2015),Tak,,Tak,,,,,,Tak,Niemcy,,,,,Tak,,,,,,,,,,,,,,,
18900PLN,Osoby prywatnej,Osobowe,Mitsubishi,Outlander,2007,343 006 km,1 968 cm3,Diesel,140 KM,Manualna,4x4 (dołączany automatycznie),SUV,5,7,Czarny,Tak,Używane,II (2006-2013),II (2006-2013),,06/11/2017,,,,,,,,Polska,Tak,,,,,,,,,,,,,,,,,,,
17900PLN,Osoby prywatnej,Osobowe,Ford,S-Max,2008,187 220 km,1 997 cm3,Diesel,115 KM,Manualna,Na przednie koła,Minivan,5,5,Biały,Tak,Używane,ver-2-0-tdci-trend,I (2006-2015),,23/10/2008,Tak,,,,,GDA26783,,,,,,,Tak,,,,,,,,,,,,,,,
24900PLN,Osoby prywatnej,Osobowe,Audi,A6,2005,236 726 km,2 393 cm3,Benzyna,177 KM,Automatyczna,Na przednie koła,Sedan,5,5,Czarny,Tak,Używane,2.4 Multitronic,C6 (2004-2011),Tak,19/10/2019,,,,,,,,Polska,,,,,,,,,,,,,,,,,,,,
27900PLN,Osoby prywatnej,Osobowe,Renault,Laguna,2011,103 000 km,1 997 cm3,Benzyna,140 KM,Manualna,Na przednie koła,Kompakt,5,5,Biały,,Używane,2.0 Expression,III (2007-),,,Tak,,Tak,,,,Tak,,,Tak,,,,,,,,,,,,,,,,,,
39975PLN,Osoby prywatnej,Osobowe,Mercedes-Benz,Vito,2012,506 000 km,2 200 cm3,Diesel,160 KM,Manualna,Na tylne koła,Minivan,3,9,Szary,Tak,Używane,,W639 (2003-2014),Tak,,Tak,,Tak,Tak,,,Tak,Polska,,,,,Tak,,,,,,,,,,,,,,,
19900PLN,Osoby prywatnej,Osobowe,Opel,Insignia,2010,319 000 km,1 956 cm3,Diesel,160 KM,Manualna,,Kombi,5,,Czarny,,Używane,ver-2-0-cdti-edition-ecoflex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41900PLN,Osoby prywatnej,Osobowe,Hyundai,ix35,2012,130 252 km,1 600 cm3,Benzyna,135 KM,Manualna,Na przednie koła,SUV,,,Biały,,Używane,,,,,Tak,,Tak,,,,Tak,Niemcy,,,,,,,,,,,,,,,,,,,,
11900PLN,Osoby prywatnej,Osobowe,Volkswagen,Golf,2006,184 000 km,1 390 cm3,Benzyna,75 KM,Manualna,Na przednie koła,Kompakt,3,5,Srebrny,,Używane,,V (2003-2009),Tak,,,,Tak,,,,,,,Tak,,,,,,,,,,,,,,,,,,
42700PLN,Osoby prywatnej,Osobowe,Opel,Insignia,2014,210 310 km,1 956 cm3,Diesel,194 KM,Automatyczna,4x4 (dołączany automatycznie),Kombi,5,5,Szary,Tak,Używane,,A (2008-2017),Tak,,Tak,,,,,,Tak,Niemcy,,Tak,,,Tak,4 g/km,Tak,,,,,,,,,,,,,
40000PLN,Firmy,Osobowe,Mercedes-Benz,Klasa E,2010,200 000 km,1 796 cm3,Benzyna,184 KM,Automatyczna,Na tylne koła,Kombi,5,5,Srebrny,Tak,Używane,,W212 (2009-2016),Tak,01/06/2010,Tak,,Tak,,,,Tak,Niemcy,,Tak,,,,180 g/km,,,,,,,,,,,,,,
42000PLN,Osoby prywatnej,Osobowe,Opel,Zafira,2015,21 000 km,1 598 cm3,Diesel,136 KM,Manualna,Na przednie koła,Minivan,5,7,Szary,,Używane,1.6 CDTI Enjoy,C (2011-2019),Tak,01/12/2015,,,,,,,,,,,,,Tak,,Tak,,,,,,,,,,,,,
27700PLN,Osoby prywatnej,Osobowe,BMW,Seria 1,2008,120 000 km,1 995 cm3,Benzyna,170 KM,Automatyczna,Na tylne koła,Kompakt,5,5,Biały,Tak,Używane,ver-120i,E81/E82/E87/E88 (2004-2013),,,Tak,,,,,,Tak,Austria,,Tak,,,,,,,,,,,,,,,,,,
16500PLN,Osoby prywatnej,Osobowe,Opel,Zafira,2010,207 000 km,1 686 cm3,Diesel,110 KM,Manualna,Na przednie koła,Minivan,5,7,Srebrny,Tak,Używane,1.7 CDTI 111,B (2005-2014),Tak,,Tak,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,
61000PLN,Osoby prywatnej,Osobowe,Honda,Odyssey,2015,170 000 km,3 471 cm3,Benzyna,248 KM,Automatyczna,Na przednie koła,Minivan,5,7,Szary,,Używane,3.5 EX,,Tak,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,
18900PLN,Osoby prywatnej,Osobowe,BMW,Seria 1,2007,203 000 km,1 596 cm3,Benzyna+LPG,116 KM,Manualna,Na tylne koła,Kompakt,5,5,Czarny,Tak,Używane,116i,E81/E82/E87/E88 (2004-2013),Tak,07/05/2007,Tak,116,,,,WR8810X,Tak,Niemcy,,,,,,,,,,,,,,,,,,,,
9500PLN,Osoby prywatnej,Osobowe,Peugeot,207,2007,99 667 km,1 560 cm3,Diesel,90 KM,Manualna,Na przednie koła,Auta małe,5,5,Srebrny,Tak,Używane,1.6 HDi 16V Sporty,,Tak,,,,,,,,,,,,,,,120 g/km,,,,,,,,,,,,,,
16800PLN,Osoby prywatnej,Osobowe,Ford,S-Max,2007,252 000 km,1 997 cm3,Diesel,140 KM,Manualna,,Minivan,5,5,Niebieski,Tak,Używane,2.0 TDCi Titanium,I (2006-2015),Tak,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,
36900PLN,Osoby prywatnej,Osobowe,Audi,A4,2012,261 000 km,1 968 cm3,Diesel,177 KM,Manualna,4x4 (dołączany automatycznie),Kombi,5,5,Czarny,,Używane,2.0 TDI Quattro Line,B8 (2007-2015),Tak,04/10/2012,Tak,,Tak,,,,Tak,Niemcy,,Tak,,,Tak,,,,Tak,,,,,,,,,,,
28900PLN,Osoby prywatnej,Osobowe,Citroën,C5,2010,215 000 km,1 997 cm3,Diesel,163 KM,Automatyczna,Na przednie koła,Sedan,4,5,Biały,Tak,Używane,2.0 HDi Exclusive,III (2008-),,22/02/2010,Tak,,Tak,,,PO6NC44,,Polska,,,,,Tak,,,,Tak,,,,,,,,,,,
46900PLN,Osoby prywatnej,Osobowe,BMW,X1,2010,173 000 km,1 995 cm3,Diesel,204 KM,Automatyczna,4x4 (dołączany automatycznie),SUV,5,5,Czarny,Tak,Używane,xDrive23d,E84 (2009-2015),,26/03/2010,Tak,,,,,,Tak,Polska,,,,,Tak,,,,,,,,,,,,,,,
24900PLN,Osoby prywatnej,Osobowe,Opel,Combo,2012,143 000 km,1 600 cm3,Diesel,105 KM,Manualna,Na przednie koła,Kompakt,5,,Brązowy,,Używane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36900PLN,Osoby prywatnej,Osobowe,Opel,Insignia,2013,311 800 km,1 956 cm3,Diesel,160 KM,Automatyczna,Na przednie koła,Kombi,5,5,Czarny,Tak,Używane,2.0 CDTI Cosmo,A (2008-2017),Tak,14/08/2013,Tak,,,Tak,,WI430GA,Tak,Polska,,,,,,,,,,,,,,,,,,,,
16550PLN,Osoby prywatnej,Osobowe,Nissan,Tiida,2011,129 000 km,1 598 cm3,Benzyna,110 KM,Manualna,,Auta miejskie,5,5,Czarny,Tak,Używane,1.6 Tekna,,,01/03/2011,,,,,,,,Polska,,,,,,,,,,,,,,,,,,,,
5500PLN,Osoby prywatnej,Osobowe,Opel,Corsa,2005,139 000 km,998 cm3,Benzyna,60 KM,Manualna,Na przednie koła,Auta miejskie,5,5,Niebieski,Tak,Używane,1.0 12V Essentia,C (2000-2006),Tak,,,,Tak,,,,,Niemcy,,,,,,,,,,,,,,,,,,,,
74999PLN,Osoby prywatnej,Osobowe,Audi,S5,2012,204 000 km,2 996 cm3,Benzyna,430 KM,Automatyczna,4x4 (stały),Coupe,3,4,Biały,Tak,Używane,,,,,Tak,,,,,,Tak,Polska,,,,,,,,,Tak,,,,,,,,,,,
63900PLN,Firmy,Osobowe,Mazda,MX-5,2015,38 200 km,2 000 cm3,Benzyna,160 KM,Manualna,Na tylne koła,Kabriolet,2,2,Inny kolor,Tak,Używane,,,,,Tak,,Tak,Tak,,,Tak,Niemcy,Tak,,,,,,Tak,,,,,,,,,,,,,
30900PLN,Osoby prywatnej,Osobowe,Nissan,Qashqai,2010,259 000 km,1 997 cm3,Benzyna,140 KM,Manualna,Na przednie koła,SUV,5,5,Szary,,Używane,2.0 Tekna,I (2007-2013),Tak,,Tak,,Tak,,,,Tak,,,Tak,,,,,Tak,,,,,,,,,,,,,
19900PLN,Osoby prywatnej,Osobowe,Volvo,V70,2013,500 000 km,1 560 cm3,Diesel,115 KM,Automatyczna,,Kombi,5,,Biały,,Używane,D2 Summum,III (2007-),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59999PLN,Firmy,Osobowe,BMW,Seria 4,2015,179 999 km,1 995 cm3,Diesel,150 KM,Manualna,Na tylne koła,Sedan,5,5,Szary,,Używane,418d Sport Line,,Tak,01/02/2015,Tak,,Tak,,,,Tak,Belgia,Tak,Tak,,,,,,,,,,,,,,,,,,
15900PLN,Firmy,Osobowe,Suzuki,Swift,2006,210 000 km,1 328 cm3,Benzyna,92 KM,Manualna,Na przednie koła,Auta miejskie,5,5,Niebieski,,Używane,1.3 GS / Premium 4WD,IV (2004-2010),Tak,,,,Tak,,,,,Szwajcaria,Tak,Tak,,,,,,,,,,,,,,,,,,
22700PLN,Osoby prywatnej,Osobowe,Volkswagen,Polo,2010,134 000 km,1 400 cm3,Benzyna,86 KM,Manualna,Na przednie koła,Auta miejskie,5,5,Biały,,Używane,,V (2009-2014),,,Tak,,,,,,Tak,,,Tak,,,,,Tak,,,,,,,,,,,,,
10800PLN,Osoby prywatnej,Osobowe,Mazda,3,2008,223 154 km,1 560 cm3,Diesel,110 KM,Manualna,Na przednie koła,Kompakt,5,5,Czarny,Tak,Używane,,I (2003-2009),Tak,23/12/2008,Tak,,Tak,,,,,Francja,,,,,Tak,,,,,,,,,,,,,,,
44000PLN,Firmy,Osobowe,Mercedes-Benz,Klasa C,2012,138 249 km,1 796 cm3,Benzyna,156 KM,Manualna,Na tylne koła,Sedan,4,5,Czarny,Tak,Używane,,W204 (2007-2014),,04/10/2012,,C 180,Tak,,Tak,,,Polska,,,262 PLN,,,,,,,,,,,,,,,,,
59900PLN,Osoby prywatnej,Osobowe,BMW,Seria 5,2011,246 000 km,1 995 cm3,Diesel,184 KM,Automatyczna,Na tylne koła,Sedan,4,5,Inny kolor,Tak,Używane,,F10/F11 (2009-2017),Tak,,Tak,,,,,,Tak,,Tak,Tak,,,,,,,,,,,,,,,,,,
34900PLN,Firmy,Osobowe,Hyundai,I30,2013,149 000 km,1 400 cm3,Benzyna+LPG,100 KM,Manualna,Na przednie koła,Auta małe,5,5,Czarny,,Używane,,II (2012-),,,Tak,,,,,,Tak,Niemcy,Tak,Tak,,,,,,,,,,,,,,,,,,
36500PLN,Osoby prywatnej,Osobowe,Ford,S-Max,2011,200 000 km,1 997 cm3,Diesel,163 KM,Automatyczna,Na przednie koła,Minivan,5,7,Srebrny,Tak,Używane,2.0 TDCi DPF Gold X,I (2006-2015),Tak,10/06/2011,Tak,,Tak,,,00000,Tak,,Tak,,,,Tak,,Tak,,,,,,,,,,,,,
33600PLN,Osoby prywatnej,Osobowe,Nissan,Juke,2013,160 000 km,1 598 cm3,Benzyna,117 KM,Manualna,,SUV,5,5,Szary,,Używane,1.6 Tekna,,Tak,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,
44999PLN,Osoby prywatnej,Osobowe,Renault,Trafic,2015,99 700 km,1 598 cm3,Diesel,120 KM,Manualna,,Minivan,3,3,Szary,Tak,Używane,,III (2014-),,,Tak,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,
